Source sentence,Answer sentence
"Menurut anggota Komisi I itu , Ketua Umum PDI Perjuangan Megawati Soekarnoputri sebelumnya telah memerintahkan kepada semua kader agar mendukung kebijakan Jokowi .",Jokowi adalah entitas orang
"Dikatakan jika seluruh aktivitas itu dilakukan bersama Wapres Boediono di Istana Negara .",Boediono adalah entitas orang
"Dikatakan jika seluruh aktivitas itu dilakukan bersama Wapres Boediono di Istana Negara .",Istana Negara adalah entitas lokasi
"Pemerintah Indonesia terus berupaya mempromosikan potensi wisata bahari Raja Ampat sebagai kawasan konservasi perairan dalam rangka mengembangkan ekonomi kelautan , kata Menteri Kelautan dan Perikanan dalam keterangan tertulis yang diterima di Raja Ampat , Papua Barat , Minggu .",Raja Ampat adalah entitas lokasi
"Pemerintah Indonesia terus berupaya mempromosikan potensi wisata bahari Raja Ampat sebagai kawasan konservasi perairan dalam rangka mengembangkan ekonomi kelautan , kata Menteri Kelautan dan Perikanan dalam keterangan tertulis yang diterima di Raja Ampat , Papua Barat , Minggu .",Raja Ampat adalah entitas lokasi
"Pemerintah Indonesia terus berupaya mempromosikan potensi wisata bahari Raja Ampat sebagai kawasan konservasi perairan dalam rangka mengembangkan ekonomi kelautan , kata Menteri Kelautan dan Perikanan dalam keterangan tertulis yang diterima di Raja Ampat , Papua Barat , Minggu .",Papua Barat adalah entitas lokasi
"Oleh karena ini memang kita tidak perlu mencemaskan penyebaran virus ebola ini di Indonesia .",Indonesia adalah entitas lokasi
"Ruhut mengatakan tak ada ambisi politik tertentu terkait dengan dukungannya kepada calon presiden yang sebelumnya sering dikritiknya itu .",Ruhut adalah entitas orang
"Jurubicara MDC sebelumnya mengatakan polisi telah menggunakan semprotan air dan gas air mata serta memukuli pendukung partai yang ingin menghadiri pawai tersebut yang sebelumnya dijadwalkan dihadiri oleh pemimpin MDC Morgan Tsangirai .",MDC adalah entitas organisasi
"Jurubicara MDC sebelumnya mengatakan polisi telah menggunakan semprotan air dan gas air mata serta memukuli pendukung partai yang ingin menghadiri pawai tersebut yang sebelumnya dijadwalkan dihadiri oleh pemimpin MDC Morgan Tsangirai .",MDC adalah entitas organisasi
"Jurubicara MDC sebelumnya mengatakan polisi telah menggunakan semprotan air dan gas air mata serta memukuli pendukung partai yang ingin menghadiri pawai tersebut yang sebelumnya dijadwalkan dihadiri oleh pemimpin MDC Morgan Tsangirai .",Morgan Tsangirai adalah entitas orang
"Menurut dia , sejak Raja Ampat ditetapkan sebagai Kawasan Konservasi Perairan Nasional (KKPN) , masyarakat telah banyak merasakan manfaatnya .",Raja Ampat adalah entitas lokasi
"Begitu kampanye , Rini nempel banget dengan Megawati , eh ternyata pecah kongsi , pengkhianat . Sama dengan yang namanya di pojok ini Andi , enggak tahu diri , pengkhianat , anak baru kemarin kok bisa atur-atur republik ini? sambung dia .",Rini adalah entitas orang
"Begitu kampanye , Rini nempel banget dengan Megawati , eh ternyata pecah kongsi , pengkhianat . Sama dengan yang namanya di pojok ini Andi , enggak tahu diri , pengkhianat , anak baru kemarin kok bisa atur-atur republik ini? sambung dia .",Megawati adalah entitas orang
"Begitu kampanye , Rini nempel banget dengan Megawati , eh ternyata pecah kongsi , pengkhianat . Sama dengan yang namanya di pojok ini Andi , enggak tahu diri , pengkhianat , anak baru kemarin kok bisa atur-atur republik ini? sambung dia .",Andi adalah entitas orang
"Menurut dia , meskipun Mahkamah Konstitusi telah memutuskan kartu tanda penduduk (KTP) atau paspor bisa digunakan sebagai bukti pemilih , hal itu tidak akan berpengaruh besar terhadap kualitas pilpres kali ini .",Mahkamah Konstitusi adalah entitas organisasi
"Tenaga kesehatan asing yang akan bekerja di Indonesia harus mengantongi Surat Tanda Registrasi (STR) yang dikeluarkan oleh Konsil Kedokteran untuk dokter atau perawat yang dikeluarkan oleh Majelis Tenaga Kesehatan Indonesia .",Indonesia adalah entitas lokasi
"Tenaga kesehatan asing yang akan bekerja di Indonesia harus mengantongi Surat Tanda Registrasi (STR) yang dikeluarkan oleh Konsil Kedokteran untuk dokter atau perawat yang dikeluarkan oleh Majelis Tenaga Kesehatan Indonesia .",Konsil Kedokteran adalah entitas organisasi
"Tenaga kesehatan asing yang akan bekerja di Indonesia harus mengantongi Surat Tanda Registrasi (STR) yang dikeluarkan oleh Konsil Kedokteran untuk dokter atau perawat yang dikeluarkan oleh Majelis Tenaga Kesehatan Indonesia .",Majelis Tenaga Kesehatan Indonesia adalah entitas organisasi
"Namun hingga kemarin , pendaftaran capim KPK masih sepi peminat .",KPK adalah entitas organisasi
"Tambahan anggaran satu persen dari PDB hanya mendorong pertumbuhan nasional sebesar 0,17 persen , sedangkan India menembus angka 0,28 persen dan Tiongkok 0,33 persen .",India adalah entitas lokasi
"Tambahan anggaran satu persen dari PDB hanya mendorong pertumbuhan nasional sebesar 0,17 persen , sedangkan India menembus angka 0,28 persen dan Tiongkok 0,33 persen .",Tiongkok adalah entitas lokasi
"Kemarin , Presiden dan Wapres terus bekerja maraton hingga tengah malam di Istana Jogja . Siang ini Presiden akan langsung bekerja untuk melanjutkan apa yang ia belum selesaikan , ujarnya .",Istana Jogja adalah entitas lokasi
"Pasalnya , menurut Susno , kasus senilai Rp 28 miliar itu dia yang mengungkapkan .",Susno adalah entitas orang
"Meski demikian , Ruhut mengatakan tak ada masalah hubungan dirinya dengan Jokowi .",Ruhut adalah entitas orang
"Meski demikian , Ruhut mengatakan tak ada masalah hubungan dirinya dengan Jokowi .",Jokowi adalah entitas orang
"Jokowi memutuskan batal melantik Komjen Budi Gunawan yang sudah mendapat persetujuan DPR untuk menjadi Kapolri .",Jokowi adalah entitas orang
"Jokowi memutuskan batal melantik Komjen Budi Gunawan yang sudah mendapat persetujuan DPR untuk menjadi Kapolri .",Budi Gunawan adalah entitas orang
"Jokowi memutuskan batal melantik Komjen Budi Gunawan yang sudah mendapat persetujuan DPR untuk menjadi Kapolri .",DPR adalah entitas organisasi
"Tentara Jepang mendatanginya , tapi Frans mengaku negatif foto sudah diambil Barisan Pelopor .",Frans adalah entitas orang
"Tentara Jepang mendatanginya , tapi Frans mengaku negatif foto sudah diambil Barisan Pelopor .",Barisan Pelopor adalah entitas organisasi
"Dia mengingatkan agar warga tidak mudah terbius oleh gaya kepemimpinan Jokowi yang gemar blusukan .",Jokowi adalah entitas orang
"Angka itu jauh di bawah negara-negara lain di Asia Tenggara seperti Singapura 90 persen , Malaysia (60-70 persen) dan Filipina (30 persen) .",Asia Tenggara adalah entitas lokasi
"Angka itu jauh di bawah negara-negara lain di Asia Tenggara seperti Singapura 90 persen , Malaysia (60-70 persen) dan Filipina (30 persen) .",Singapura adalah entitas lokasi
"Angka itu jauh di bawah negara-negara lain di Asia Tenggara seperti Singapura 90 persen , Malaysia (60-70 persen) dan Filipina (30 persen) .",Malaysia adalah entitas lokasi
"Angka itu jauh di bawah negara-negara lain di Asia Tenggara seperti Singapura 90 persen , Malaysia (60-70 persen) dan Filipina (30 persen) .",Filipina adalah entitas lokasi
"Khususnya warga kota Jakarta dan sekitarnya , akibat putusan MK mengenai sengketa pilpres 2014 .",Jakarta adalah entitas lokasi
"Khususnya warga kota Jakarta dan sekitarnya , akibat putusan MK mengenai sengketa pilpres 2014 .",MK adalah entitas organisasi
"Setidaknya 570 roket ditembakkan ke Israel sejak gencatan senjata gagal Selasa , tambahnya , Perundingan-perundingan gencatan senjata tidak langsung yang ditengahi Mesir untuk menghentikan konflik itu gagal setelah serangan-serangan roket dari Gaza dalam satu gencatan senjata dan Israel menanggapinya dengan serangan udara .",Israel adalah entitas lokasi
"Setidaknya 570 roket ditembakkan ke Israel sejak gencatan senjata gagal Selasa , tambahnya , Perundingan-perundingan gencatan senjata tidak langsung yang ditengahi Mesir untuk menghentikan konflik itu gagal setelah serangan-serangan roket dari Gaza dalam satu gencatan senjata dan Israel menanggapinya dengan serangan udara .",Mesir adalah entitas lokasi
"Setidaknya 570 roket ditembakkan ke Israel sejak gencatan senjata gagal Selasa , tambahnya , Perundingan-perundingan gencatan senjata tidak langsung yang ditengahi Mesir untuk menghentikan konflik itu gagal setelah serangan-serangan roket dari Gaza dalam satu gencatan senjata dan Israel menanggapinya dengan serangan udara .",Gaza adalah entitas lokasi
"Setidaknya 570 roket ditembakkan ke Israel sejak gencatan senjata gagal Selasa , tambahnya , Perundingan-perundingan gencatan senjata tidak langsung yang ditengahi Mesir untuk menghentikan konflik itu gagal setelah serangan-serangan roket dari Gaza dalam satu gencatan senjata dan Israel menanggapinya dengan serangan udara .",Israel adalah entitas lokasi
"Dia berharap pembukaan kantor cabang OJK di beberapa daerah dapat membantu untuk meningkatkan tingkat literasi pada masyarakat .",OJK adalah entitas organisasi
"Kami menyergap setiap gerakan ilegal dan kedua pihak menandatangani sejumlah kesepakatan mengenai pengawasan perbatasan yang ketat dan kerja sama untuk memberantas narkotika , kata Kapten Shahid , seorang jurubicara pasukan keamanan perbatasan Pakistan di Quetta .",Shahid adalah entitas orang
"Kami menyergap setiap gerakan ilegal dan kedua pihak menandatangani sejumlah kesepakatan mengenai pengawasan perbatasan yang ketat dan kerja sama untuk memberantas narkotika , kata Kapten Shahid , seorang jurubicara pasukan keamanan perbatasan Pakistan di Quetta .",Quetta adalah entitas lokasi
"Ada beberapa alasan mengapa akhirnya Bali yang dipilih sebagai tempat penyelenggaraan KLB .",Bali adalah entitas lokasi
"Hasil persidangan atas gugatan tersebut , menurut Firman , tak bisa menjadi novum untuk menggugat hasil pemilihan presiden ke Mahkamah Konstitusi .",Firman adalah entitas orang
"Hasil persidangan atas gugatan tersebut , menurut Firman , tak bisa menjadi novum untuk menggugat hasil pemilihan presiden ke Mahkamah Konstitusi .",Mahkamah Konstitusi adalah entitas organisasi
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",Jawa Tengah adalah entitas lokasi
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",PPP adalah entitas organisasi
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",PPP adalah entitas organisasi
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",Fernita adalah entitas orang
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",PPP adalah entitas organisasi
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",Kantor Komisi Pemilihan Umum (KPU) adalah entitas lokasi
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",Menteng adalah entitas lokasi
"Jawa Tengah V itu daerah merah , bukan basis PPP . Kami berharap dia bisa mendapatkan kursi buat PPP , kata Fernita seusai menyerahkan berkas bakal caleg PPP yang telah diperbaiki di Kantor Komisi Pemilihan Umum (KPU) , Menteng , Jakarta Pusat , Rabu (22/5/2013) .",Jakarta Pusat adalah entitas lokasi
"Namun , bukan yang terbaik karena mereka hanya kenal Bali , kata MA .",Bali adalah entitas lokasi
"Namun , bukan yang terbaik karena mereka hanya kenal Bali , kata MA .",MA adalah entitas orang
"Sebelumnya , Kepala Bidang Peternakan Dinas Pertanian dan Peternakan Diah Ningrum pun mengatakan bahwa hewan tersebut merupakan hewan langka dan beracun .",Bidang Peternakan Dinas Pertanian dan Peternakan adalah entitas organisasi
"Sebelumnya , Kepala Bidang Peternakan Dinas Pertanian dan Peternakan Diah Ningrum pun mengatakan bahwa hewan tersebut merupakan hewan langka dan beracun .",Diah Ningrum adalah entitas orang
"Surat kabar itu mengutip kementerian luar negeri yang menegaskan bahwa tak ada uang tebusan yang dibayar untuk pembebasan pria itu .",kementerian luar negeri adalah entitas organisasi
"OJK saat ini , kata Sri , masih melakukan survei untuk mengukur tingkat literasi keuangan masyarakat pada 2014 .",OJK adalah entitas organisasi
"OJK saat ini , kata Sri , masih melakukan survei untuk mengukur tingkat literasi keuangan masyarakat pada 2014 .",Sri adalah entitas orang
"Departemen ini , yang bermasalah rumit berupaya mempromosikan perubahan-perubahan perburuhan pemerintahan ke depan dalam pemilihan umum pada akhir tahun ini , akan dipercayakan kepada menteri pelayanan umum Joe Hockey .",Joe Hockey adalah entitas orang
"Hanung mengatakan untuk pemangkasan harian di setiap SPBU jenis premium mencapai 5% , sedangkan untuk BBM solar subsidi jumlahnya yang dipangkas 10%-15% .",Hanung adalah entitas orang
"Hanung mengatakan untuk pemangkasan harian di setiap SPBU jenis premium mencapai 5% , sedangkan untuk BBM solar subsidi jumlahnya yang dipangkas 10%-15% .",SPBU adalah entitas lokasi
"Mantan Kabareskrim Polri Komjen Susno Duadji menegaskan , ia tidak pernah menerima uang bahkan janji sekalipun terkait mafia kasus Gayus Halomoan Tambunan .",Polri adalah entitas organisasi
"Mantan Kabareskrim Polri Komjen Susno Duadji menegaskan , ia tidak pernah menerima uang bahkan janji sekalipun terkait mafia kasus Gayus Halomoan Tambunan .",Susno Duadji adalah entitas orang
"Mantan Kabareskrim Polri Komjen Susno Duadji menegaskan , ia tidak pernah menerima uang bahkan janji sekalipun terkait mafia kasus Gayus Halomoan Tambunan .",Gayus Halomoan Tambunan adalah entitas orang
"Seandainya Ani menjadi ketua umum , ia berujar , tinggal mengatur teknis ketua harian atau wakil ketua umum .",Ani adalah entitas orang
"Komisi Nasional Hak Asasi Manusia mendorong agar kabinet baru presiden terpilih Joko Widodo segera mengambil langkah konkret penuntasan kasus pelanggaran HAM yang belum selesai .",Komisi Nasional Hak Asasi Manusia adalah entitas organisasi
"Komisi Nasional Hak Asasi Manusia mendorong agar kabinet baru presiden terpilih Joko Widodo segera mengambil langkah konkret penuntasan kasus pelanggaran HAM yang belum selesai .",Joko Widodo adalah entitas orang
"Menurut Slamet , dengan adanya putusan MK tentang perselisihan hasil pemilihan umum (PHPU) berarti putusan KPU tentang presiden dan wakil presiden terpilih , yaitu pasangan Jokowi-JK sudah efektif .",Slamet adalah entitas orang
"Menurut Slamet , dengan adanya putusan MK tentang perselisihan hasil pemilihan umum (PHPU) berarti putusan KPU tentang presiden dan wakil presiden terpilih , yaitu pasangan Jokowi-JK sudah efektif .",MK adalah entitas organisasi
"Menurut Slamet , dengan adanya putusan MK tentang perselisihan hasil pemilihan umum (PHPU) berarti putusan KPU tentang presiden dan wakil presiden terpilih , yaitu pasangan Jokowi-JK sudah efektif .",KPU adalah entitas organisasi
"Menurut Slamet , dengan adanya putusan MK tentang perselisihan hasil pemilihan umum (PHPU) berarti putusan KPU tentang presiden dan wakil presiden terpilih , yaitu pasangan Jokowi-JK sudah efektif .",Jokowi-JK adalah entitas orang
"Andrew Brown , dari POTM , mengatakan harga itu bervariasi secara drastis di 12 kota yang diriset , semuanya mengklaim memiliki tujuan wisata budaya kelas dunia .",Andrew Brown adalah entitas orang
"Andrew Brown , dari POTM , mengatakan harga itu bervariasi secara drastis di 12 kota yang diriset , semuanya mengklaim memiliki tujuan wisata budaya kelas dunia .",POTM adalah entitas organisasi
"Sejumlah dari mereka yang dieksekusi itu dituduh melakukan serangan di prefektur Aksu , Xinjiang , kota-kota Kashgar dan Hotan , tambah kantor berita itu .",prefektur Aksu adalah entitas lokasi
"Sejumlah dari mereka yang dieksekusi itu dituduh melakukan serangan di prefektur Aksu , Xinjiang , kota-kota Kashgar dan Hotan , tambah kantor berita itu .",Xinjiang adalah entitas lokasi
"Sejumlah dari mereka yang dieksekusi itu dituduh melakukan serangan di prefektur Aksu , Xinjiang , kota-kota Kashgar dan Hotan , tambah kantor berita itu .",Kashgar adalah entitas lokasi
"Sejumlah dari mereka yang dieksekusi itu dituduh melakukan serangan di prefektur Aksu , Xinjiang , kota-kota Kashgar dan Hotan , tambah kantor berita itu .",Hotan adalah entitas lokasi
"Pasti lebih kompetitif . Dalam survei-survei Golkar selalu memimpin . Jadi , kami optimis dapat memenangkan pertarungan di Pileg 2014 , Nurul menegaskan .",Golkar adalah entitas organisasi
"Pasti lebih kompetitif . Dalam survei-survei Golkar selalu memimpin . Jadi , kami optimis dapat memenangkan pertarungan di Pileg 2014 , Nurul menegaskan .",Nurul adalah entitas orang
"SBY , kata Anas , tidak berniat menambah periode , tapi berkonsentrasi untuk menambah prestasi .",SBY adalah entitas orang
"SBY , kata Anas , tidak berniat menambah periode , tapi berkonsentrasi untuk menambah prestasi .",Anas adalah entitas orang
"Anggota Komisi X DPR dari Partai Demokrat , Vena Melinda , mendukung penerapan tata tertib pelarangan rok mini atau pakaian seksi bagi staf dan anggota di lingkungan DPR .",DPR adalah entitas organisasi
"Anggota Komisi X DPR dari Partai Demokrat , Vena Melinda , mendukung penerapan tata tertib pelarangan rok mini atau pakaian seksi bagi staf dan anggota di lingkungan DPR .",Partai Demokrat adalah entitas organisasi
"Anggota Komisi X DPR dari Partai Demokrat , Vena Melinda , mendukung penerapan tata tertib pelarangan rok mini atau pakaian seksi bagi staf dan anggota di lingkungan DPR .",Vena Melinda adalah entitas orang
"Anggota Komisi X DPR dari Partai Demokrat , Vena Melinda , mendukung penerapan tata tertib pelarangan rok mini atau pakaian seksi bagi staf dan anggota di lingkungan DPR .",lingkungan DPR adalah entitas lokasi
"Ketua Umum Partai Persatuan Pembangunan (PPP) hasil Muktamar VIII Surabaya , M Romahurmuziy , telah menyatakan mendukung pemerintahan presiden dan wakil presiden terpilih Joko Widodo .",Partai Persatuan Pembangunan (PPP) adalah entitas organisasi
"Ketua Umum Partai Persatuan Pembangunan (PPP) hasil Muktamar VIII Surabaya , M Romahurmuziy , telah menyatakan mendukung pemerintahan presiden dan wakil presiden terpilih Joko Widodo .",Surabaya adalah entitas lokasi
"Ketua Umum Partai Persatuan Pembangunan (PPP) hasil Muktamar VIII Surabaya , M Romahurmuziy , telah menyatakan mendukung pemerintahan presiden dan wakil presiden terpilih Joko Widodo .",M Romahurmuziy adalah entitas orang
"Ketua Umum Partai Persatuan Pembangunan (PPP) hasil Muktamar VIII Surabaya , M Romahurmuziy , telah menyatakan mendukung pemerintahan presiden dan wakil presiden terpilih Joko Widodo .",Joko Widodo adalah entitas orang
"Sikap dan pendirian SBY sudah amat terang dan tegas . Tidak ada keraguan sedikitpun tentang hal ini . Cukup dua periode , kata Anas dalam pesan singkatnya pada wartawan , Rabu (18/8) .",SBY adalah entitas orang
"Sikap dan pendirian SBY sudah amat terang dan tegas . Tidak ada keraguan sedikitpun tentang hal ini . Cukup dua periode , kata Anas dalam pesan singkatnya pada wartawan , Rabu (18/8) .",Anas adalah entitas orang
"Terpidana mati kasus narkoba yang merupakan warga negara Perancis , Serge Atlaoui , mengajukan upaya hukum lanjutan berupa peninjauan kembali ke Pengadilan Negeri Tangerang .",Serge Atlaoui adalah entitas orang
"Terpidana mati kasus narkoba yang merupakan warga negara Perancis , Serge Atlaoui , mengajukan upaya hukum lanjutan berupa peninjauan kembali ke Pengadilan Negeri Tangerang .",Pengadilan Negeri Tangerang adalah entitas organisasi
"Lebih lanjut Akbar mengatakan , kalau tidak ada kenaikan signifikan dalam elektabilitas Capres Golkar , hendaklah disiapkan strategi baru .",Akbar adalah entitas orang
"Lebih lanjut Akbar mengatakan , kalau tidak ada kenaikan signifikan dalam elektabilitas Capres Golkar , hendaklah disiapkan strategi baru .",Golkar adalah entitas organisasi
"kata Abbas di Kairo .",Abbas adalah entitas orang
"kata Abbas di Kairo .",Kairo adalah entitas lokasi
"Politisi Partai Golkar Nurul Arifin menilai kekisruhan dalam pemerintahan Presiden Joko Widodo (Jokowi) dan Wakil Presiden Jusuf Kalla bukan karena gangguan dari Koalisi Merah Putih (KMP) .",Partai Golkar adalah entitas organisasi
"Politisi Partai Golkar Nurul Arifin menilai kekisruhan dalam pemerintahan Presiden Joko Widodo (Jokowi) dan Wakil Presiden Jusuf Kalla bukan karena gangguan dari Koalisi Merah Putih (KMP) .",Nurul Arifin adalah entitas orang
"Politisi Partai Golkar Nurul Arifin menilai kekisruhan dalam pemerintahan Presiden Joko Widodo (Jokowi) dan Wakil Presiden Jusuf Kalla bukan karena gangguan dari Koalisi Merah Putih (KMP) .",Joko Widodo (Jokowi) adalah entitas orang
"Politisi Partai Golkar Nurul Arifin menilai kekisruhan dalam pemerintahan Presiden Joko Widodo (Jokowi) dan Wakil Presiden Jusuf Kalla bukan karena gangguan dari Koalisi Merah Putih (KMP) .",Jusuf Kalla adalah entitas orang
"Politisi Partai Golkar Nurul Arifin menilai kekisruhan dalam pemerintahan Presiden Joko Widodo (Jokowi) dan Wakil Presiden Jusuf Kalla bukan karena gangguan dari Koalisi Merah Putih (KMP) .",Koalisi Merah Putih adalah entitas organisasi
"BPH Migas mengeluarkan pemotongan di seluruh provinsi , nasional dikurangi 2 juta , provinsi dikurangi berapa , SPBU juga harus dikurangin gitu , ngga ada yang aneh , katanya .",BPH Migas adalah entitas organisasi
"Itu memicu penumpasan keji dari pasukan pemerintah Sudan dan milisi wakil Janjaweed mereka , yang - - menurut perkiraan Perserikatan Bangsa-Bangsa - - sudah membunuh 200.000 orang serta memaksa 2.5 juta orang mengungsi dari rumah mereka .",Janjaweed adalah entitas organisasi
"Itu memicu penumpasan keji dari pasukan pemerintah Sudan dan milisi wakil Janjaweed mereka , yang - - menurut perkiraan Perserikatan Bangsa-Bangsa - - sudah membunuh 200.000 orang serta memaksa 2.5 juta orang mengungsi dari rumah mereka .",Perserikatan Bangsa-Bangsa adalah entitas organisasi
"Bahkan , Indonesia di urutan keenam dari negara tujuan wisata di ASEAN bagi turis Tiongkok , kata Soegeng , Jumat (22/8) , di Jakarta .",ASEAN adalah entitas lokasi
"Bahkan , Indonesia di urutan keenam dari negara tujuan wisata di ASEAN bagi turis Tiongkok , kata Soegeng , Jumat (22/8) , di Jakarta .",Soegeng adalah entitas orang
"Bahkan , Indonesia di urutan keenam dari negara tujuan wisata di ASEAN bagi turis Tiongkok , kata Soegeng , Jumat (22/8) , di Jakarta .",Jakarta adalah entitas lokasi
"Suhardi mengalami sakit kanker paru-paru stadium empat dan dalam kondisi kritis .",Suhardi adalah entitas orang
"Nia sudah datang .",Nia adalah entitas orang
